2.999999999999999889e-01,7.536947570738659863e+01,2.758617644067795638e-01,2.809939022872177672e-01,2.583294433497536069e-01,2.655623609089480253e-01,2.536094506954997274e-01,2.435768091484052378e-01,2.132086210055418873e-01,2.602532349210987528e-01,3.072978488366556182e-01,1.578701294686418732e-02,1.007216987509910837e-02,5.714843071765078955e-03,1.123595505617977386e+00,1.235955056179774275e-01,1.244813278008298774e+00,2.448132780082987459e-01,1.315789473684210398e+00,3.157894736842104533e-01,1.000000000000000000e+00,1.371478728364923053e-05,1.000000000000000000e+00
2.999700000000000144e-01,7.593762930825121771e+01,2.808617516072471898e-01,2.844441018713599889e-01,2.621445094486654637e-01,2.686903280990436405e-01,2.540888506954997461e-01,2.457883068288599371e-01,2.162714371282000725e-01,2.638714730859146318e-01,3.114715090436291911e-01,1.643765520128931401e-02,1.134526694033714984e-02,5.092388260952164167e-03,1.242441048954604721e+00,2.424410489546046377e-01,1.249354435651811812e+00,2.493544356518117566e-01,1.364407877480136033e+00,3.644078774801360332e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.949999999999999845e-01,6.497622959634054496e+01,2.855617516072472273e-01,2.863633560765672659e-01,2.653537838913472835e-01,2.710821164536760253e-01,2.544080506954997656e-01,2.477181771492968088e-01,2.174705271394196116e-01,2.662869730859146467e-01,3.151034190324096818e-01,1.636362670887259174e-02,1.234893889404423996e-02,4.014687814828351783e-03,1.179999999999999938e+00,1.799999999999999378e-01,1.104868913857677715e+00,1.048689138576777841e-01,1.296103746435583348e+00,2.961037464355834037e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.989499999999999935e-01,9.001392669880250708e+01,2.904667516072472200e-01,2.886518367899186255e-01,2.678423553199186791e-01,2.736155604124327345e-01,2.550177595791934815e-01,2.497272682414812539e-01,2.199841375301371249e-01,2.692344730859146384e-01,3.184848086416921520e-01,1.643424681642219332e-02,1.316600047851983202e-02,3.268246337902361298e-03,1.195942900847705381e+00,1.959429008477053535e-01,1.238216326915954957e+00,2.382163269159550123e-01,1.211844825489480693e+00,2.118448254894807481e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.989163021624779981e-01,8.861579072869291451e+01,2.938621690824079202e-01,2.905181032212930115e-01,2.706478935181319545e-01,2.759156278442549959e-01,2.564960856224429708e-01,2.516562499638732575e-01,2.216060335791462110e-01,2.716822881940385015e-01,3.217585428089307920e-01,1.629960294992605085e-02,1.379272097280107717e-02,2.506881977124973682e-03,1.205307670009991838e+00,2.053076700099919494e-01,1.195665208649911992e+00,1.956652086499119925e-01,1.245484592343658381e+00,2.454845923436583810e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.979999999999999871e-01,8.739269357064111432e+01,2.971836302162477739e-01,2.918784480901487899e-01,2.729355125657509928e-01,2.779232980402318032e-01,2.576172989479836306e-01,2.534736519260743504e-01,2.250144034586383512e-01,2.744494974284044098e-01,3.238845913981704960e-01,1.593526695096442181e-02,1.422123016843374749e-02,1.714036782530674319e-03,1.192476990796318415e+00,1.924769907963184146e-01,1.192142446738973627e+00,1.921424467389737101e-01,1.192190750520083276e+00,1.921907505200832200e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000067e-01,9.272820667921253346e+01,3.010836302162477884e-01,2.969914575283035263e-01,2.766185689794327662e-01,2.817484527638470793e-01,2.586361431326709703e-01,2.560825283211302650e-01,2.276117764582822056e-01,2.783994974284044188e-01,3.291872183985266043e-01,1.722320578994357421e-02,1.482162529273571214e-02,2.401580497207862069e-03,1.207719771602614678e+00,2.077197716026146779e-01,1.290322580645161255e+00,2.903225806451613100e-01,1.318740288946516070e+00,3.187402889465160705e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.229000000000000203e-01,9.281350282822782560e+01,3.033736302162478027e-01,3.017021016140665202e-01,2.805185689794327253e-01,2.854895025125882557e-01,2.595283431326709800e-01,2.587028213281447608e-01,2.313993060403830015e-01,2.825394974284044514e-01,3.336796888164259012e-01,1.826733786276268923e-02,1.551076780674110964e-02,2.756570056021579590e-03,1.219478165438615758e+00,2.194781654386156744e-01,1.292116846738695424e+00,2.921168467386954792e-01,1.339834024896265685e+00,3.398340248962656851e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.230000000000000093e-01,9.128379417719450828e+01,3.056736302162478269e-01,3.055744467751453364e-01,2.844661880270518695e-01,2.888995477387165667e-01,2.603280238340152652e-01,2.612242793152763642e-01,2.317100821490318541e-01,2.853394974284044205e-01,3.389689127077770148e-01,1.888519247408521062e-02,1.618565274020992983e-02,2.699539733875280789e-03,1.149466192170818468e+00,1.494661921708184127e-01,1.219042144461389254e+00,2.190421444613891988e-01,1.345272802998750405e+00,3.452728029987505165e-01,1.000000000000000000e+00,1.371478728364923053e-05,1.000000000000000000e+00
3.265899999999999914e-01,9.192723509159847595e+01,3.083326302162477939e-01,3.093954564523915818e-01,2.873038070746709027e-01,2.923259524897423023e-01,2.613248238340151741e-01,2.637876409107557385e-01,2.371355435751496266e-01,2.895971973115137321e-01,3.420588510478778654e-01,1.944043249749644042e-02,1.683660869166723334e-02,2.603823805829207083e-03,1.088633333333333342e+00,8.863333333333334174e-02,1.233413979716932340e+00,2.334139797169323405e-01,1.223183520599250729e+00,2.231835205992508397e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00
