,Time,Price,RSI,MovingAverage10,EMA10,MovingAverage21,EMA21,MovingAverage50,EMA50,LowerBB,MidBB,UpperBB,MACD1,MACD2,MACD3,Momentum12,RoC12,Momentum14,RoC14,Momentum21,RoC21,signals_30d
78,"""2010-10-04""",0.0612944769140853,38.65884303481329,0.06176669988310929,0.06164298493635874,0.06174498302301633,0.06185852244370922,0.06290796655756868,0.06263647087092258,0.06036079663503511,0.06173273217416715,0.06310466771329919,-0.0002852290423799378,-0.0002736415165768458,-1.1587525803092007e-05,0.9905078283050565,-0.00949217169494354,0.9870010249767366,-0.012998975023263389,0.9857587152474316,-0.01424128475256832,1.0
79,"""2010-10-05""",0.0614,29.943768469082386,0.061704699883109296,0.06159880585702078,0.06171688778492109,0.0618168385851902,0.06282596655756867,0.06258798181716092,0.06054942088563918,0.061782732174167146,0.06301604346269511,-0.00028677974641427156,-0.00027626916254433096,-1.0510583869940602e-05,0.9878765891959224,-0.012123410804077615,0.9800478850758181,-0.01995211492418187,0.9904823358606227,-0.009517664139377323,1.0
80,"""2010-10-06""",0.06281,62.34836217777442,0.061785699883109294,0.06181902297392609,0.061831649689682994,0.06190712598653655,0.06268216655756867,0.06259668841256638,0.06051232608797521,0.06182823217416715,0.0631441382603591,-0.00017224790773558846,-0.0002554649115825825,8.321700384699403e-05,1.009807073954984,0.009807073954984025,1.0149984114073423,0.014998411407342357,1.0399006622516556,0.039900662251655665,1.0
81,"""2010-10-07""",0.067,81.56717678127552,0.062265655698421976,0.06276101879684862,0.06207450683254014,0.06237011453321504,0.06266216655756868,0.06276936729834809,0.059699573706890274,0.06217820587375803,0.06465683804062579,0.00025369296767061705,-0.00015363333573194257,0.00040732630340255965,1.0802966784908095,0.0802966784908095,1.0779760826730749,0.07797608267307493,1.0823909531502425,0.08239095315024245,1.0
82,"""2010-10-08""",0.0844531081239041,94.35879054630855,0.06452057673874925,0.06670503503813142,0.06323891550471737,0.06437765940509586,0.06301722872004675,0.06361971007582087,0.05312743235803156,0.06335086127995324,0.07357429020187492,0.0019767869743240046,0.00027245072627924685,0.0017043362480447578,1.3621469052242596,0.3621469052242596,1.3577670116383296,0.3577670116383295,1.4075394624438322,0.4075394624438323,1.0
83,"""2010-10-09""",0.0938,96.39418908463996,0.06770957673874925,0.0716313923039257,0.06480082026662212,0.06705241764099623,0.06358322872004675,0.06480325085716124,0.047892994333436516,0.06490586127995324,0.08191872822646995,0.0040498829186632335,0.0010279371647560443,0.003021945753907189,1.5080278727106067,0.5080278727106068,1.512415349887133,0.5124153498871331,1.5377049180327869,0.5377049180327869,1.0
84,"""2010-10-10""",0.0971462010520164,96.7665966059923,0.07123419684395091,0.07627044843994218,0.06644111555481338,0.06978821613290716,0.06419815274108708,0.06607160184519478,0.04443908148345483,0.06665808454120396,0.0888770875989531,0.005894884293236147,0.002001326590452065,0.0038935577027840815,1.5693066935854627,0.5693066935854627,1.5668742105163938,0.5668742105163936,1.5493811970018565,0.5493811970018564,1.0
85,"""2010-10-11""",0.095,91.4953805444312,0.07453686545879602,0.07967582145086179,0.06800769956305139,0.07208019648446105,0.06477957296317943,0.06720604883165773,0.04281199747275054,0.06827558454120396,0.09373917160965738,0.0071020131005812975,0.003021463892477912,0.004080549208103385,1.534485543530932,0.534485543530932,1.5273203401653268,0.5273203401653268,1.529747900519941,0.5297479005199409,1.0
86,"""2010-10-12""",0.0949,91.95266468824866,0.07788686545879601,0.08244385391434146,0.06954341384876568,0.07415472407678278,0.06537937296317943,0.06829208613237703,0.04204198170191645,0.06992649102863822,0.09781100035536,0.007958857458466181,0.004008942605675566,0.003949914852790616,1.5331179321486268,0.5331179321486269,1.5330214008216145,0.5330214008216146,1.5147645650438948,0.5147645650438947,1.0
87,"""2010-10-13""",0.104865589129164,93.57886986634415,0.08226693752191697,0.08652053304430918,0.07159025760485374,0.07694662089972652,0.06617668474576271,0.06972634115185887,0.04039790906263481,0.07206209485680885,0.1037262806509829,0.00933445080376838,0.0050740442452941285,0.004260406558474251,1.692108790250584,0.6921087902505839,1.6938392687637538,0.6938392687637538,1.694609240206918,0.6946092402069179,1.0
88,"""2010-10-14""",0.102,88.45381445299088,0.08633748983050846,0.08933498158170751,0.07348770938743701,0.07922420081793319,0.06692068474576271,0.07099197483217813,0.0400791539403557,0.07405209485680887,0.10802503577326204,0.01007722536538215,0.0060746804693117325,0.004002544896070418,1.6612377850162865,0.6612377850162865,1.6478190630048466,0.6478190630048465,1.641097916905278,0.6410979169052781,1.0
89,"""2010-10-15""",0.105,89.06746627405916,0.09069748983050845,0.09218316674866978,0.07552580462553225,0.08156745528903017,0.06773918246639392,0.07232562287797507,0.04006421793456227,0.07620109485680887,0.11233797177905547,0.010783647311200559,0.007016473837689498,0.0037671734735110606,1.7194829462953378,0.7194829462953378,1.694277641042684,0.6942776410426841,1.6881028938906752,0.6881028938906752,1.0
90,"""2010-10-16""",0.101,83.84971624442088,0.09451648983050845,0.09378622733982073,0.07738199510172274,0.0833340502627547,0.06845918246639392,0.07345010825530938,0.0410448022957904,0.07815109485680888,0.11525738741782736,0.010895132911927799,0.00779220565253716,0.0031029272593906393,1.6477830480806417,0.6477830480806418,1.6449511400651466,0.6449511400651466,1.6285069332473396,0.6285069332473397,1.0
91,"""2010-10-17""",0.102,84.59772044721848,0.09801648983050845,0.0952796405507624,0.07928675700648465,0.08503095478432246,0.06920718246639392,0.07456971185314039,0.04237360638388323,0.08014107276446522,0.1179085391450472,0.010938090201250542,0.008421382562279835,0.002516707638970706,1.6612377850162865,0.6612377850162865,1.670354862115471,0.670354862115471,1.6451612903225805,0.6451612903225805,1.0
92,"""2010-10-18""",0.1024,84.64195537840165,0.09981117901811803,0.0965742513597147,0.08120102168044308,0.08660995889483859,0.0699751824663939,0.07566109570203686,0.04417368816044531,0.08216587787843366,0.120158067596422,0.010879004428483455,0.00891290693552056,0.0019660974929628944,1.6303136443241522,0.6303136443241522,1.6706236051827497,0.6706236051827497,1.6462905561360996,0.6462905561360996,1.0
93,"""2010-10-19""",0.0975448918760959,78.20352033566,0.10018566820572763,0.09675073145360218,0.08289821187832233,0.08760404371131653,0.07062668030391582,0.07651928378729408,0.04661863843229152,0.08394762247223846,0.12127660651218539,0.010321432825366073,0.009194612113489663,0.0011268207118764091,1.4558939085984461,0.45589390859844614,1.5886790207833208,0.5886790207833208,1.5757471737290356,0.5757471737290355,1.0
94,"""2010-10-20""",0.099,78.2188531505797,0.100371048100526,0.09715968937112905,0.08466440235451282,0.08864003973756049,0.07140668030391584,0.07740088050151785,0.049411305122977874,0.08580262247223845,0.12219393982149904,0.009883042812005874,0.009332298253192907,0.000550744558812967,1.1722481528418547,0.17224815284185466,1.5761821366024518,0.5761821366024518,1.599095461153287,0.5990954611532872,1.0
95,"""2010-10-21""",0.107,79.44042729536804,0.101571048100526,0.09894883675819649,0.08681202140213186,0.0903091270341459,0.07230618375219171,0.07856163028577205,0.052304299029637465,0.08805395677966102,0.12380361452968458,0.01006512422248429,0.009478863447051183,0.0005862607754331065,1.140724946695096,0.140724946695096,1.5970149253731343,0.5970149253731342,1.7285945072697901,0.72859450726979,1.0
96,"""2010-10-22""",0.1025,66.41202790740272,0.102331048100526,0.09959450280216076,0.08874186359967716,0.09141738821285991,0.0730881837521917,0.07950038988240844,0.056129164358684785,0.090108956779661,0.12408874920063723,0.009734103968899177,0.009529911551420783,0.00020419241747839448,1.0551107391746273,0.055110739174627374,1.2136912693564657,0.21369126935646557,1.6539376972083344,0.6539376972083344,1.0
97,"""2010-10-23""",0.104556424313267,61.277389897748485,0.1023001316189363,0.10049667034963461,0.09079693142411845,0.09261184604016964,0.07396231223845703,0.0804829794679323,0.06064388797489811,0.09228353457042664,0.12392318116595516,0.009527872900978882,0.009529503821332403,-1.6309203535215533e-06,1.1005939401396527,0.10059394013965267,1.1146740331904799,0.11467403319047986,1.7028733601509283,0.7028733601509283,1.0
98,"""2010-10-24""",0.11501,66.29980181249564,0.10360113161893629,0.10313545755879194,0.09336574720993014,0.09464804185469967,0.07501894672121565,0.08183698027311143,0.06535078153222963,0.09496931072472238,0.12458783991721513,0.010091619578889224,0.009641926972843768,0.0004496926060454567,1.2119072708113805,0.21190727081138044,1.1838857181704772,0.1838857181704771,1.8834069871754935,0.8834069871754935,1.0
99,"""2010-10-25""",0.139118552893045,78.73800359946287,0.10701298690824079,0.10967783852865613,0.09707165558988061,0.09869081558545835,0.07656831777907655,0.0840833164542853,0.06744213239493718,0.09885523836937463,0.13026834434381207,0.01234148664189505,0.010181838906654025,0.002159647735241025,1.3266368314747299,0.32663683147472994,1.4644058199267895,0.46440581992678953,2.269675179511581,1.269675179511581,1.0
100,"""2010-10-26""",0.151,81.68009737869674,0.1120129869082408,0.1171909587961732,0.10133832225654725,0.10344619598678031,0.07835631777907653,0.0867075001227447,0.06856857301330233,0.10326473836937462,0.13796090372544692,0.014911367025808892,0.011127744530484998,0.0037836224953238934,1.4803921568627452,0.48039215686274517,1.5911485774499472,0.5911485774499473,2.4592833876221496,1.4592833876221496,1.0
101,"""2010-10-27""",0.1877,85.92879295007,0.12058298690824079,0.13001078446959624,0.10728546511369011,0.11110563271525482,0.08088553541788426,0.09066799031400961,0.06160791817895326,0.10929973836937464,0.15699155855979602,0.019682511292113958,0.012838697882810791,0.006843813409303167,1.7876190476190477,0.7876190476190478,1.7899103181388514,0.7899103181388515,2.988377646871517,1.988377646871517,1.0
102,"""2010-10-28""",0.1731,77.98987439769317,0.1276529869082408,0.13784518729330603,0.11233784606607107,0.11674148428659528,0.08312753541788426,0.09390061814483278,0.05970650244368445,0.11373208296317941,0.16775766348267437,0.02203161279657387,0.014677280865563408,0.00735433193101046,1.7138613861386138,0.7138613861386138,1.697058823529412,0.697058823529412,2.583582089552239,1.5835820895522388,1.0
103,"""2010-10-29""",0.19,80.16104944815247,0.1368984977206312,0.14732788051270493,0.11736388853636133,0.12340134935145025,0.0857052360023378,0.09766922135483934,0.05559530318248006,0.1185420829631794,0.18148886274387876,0.024969152575890635,0.016735655207628854,0.008233497368261782,1.8627450980392157,0.8627450980392158,1.8095238095238095,0.8095238095238096,2.2497691822217414,1.2497691822217412,1.0
104,"""2010-10-30""",0.197610543541789,83.42445185122226,0.1467595520748101,0.15647018288162928,0.122307247752637,0.13014763973239013,0.08843721638807717,0.10158848889158247,0.052320289710166515,0.12356530008766804,0.19481031046516956,0.027593203995203,0.018907164965143684,0.008686039030059316,1.9297904642752832,0.9297904642752831,1.9565400350672177,0.9565400350672177,2.10672221259903,1.10672221259903,1.0
105,"""2010-10-31""",0.1925,80.44446155404508,0.1553095520748101,0.16302105872133305,0.12684790484539812,0.13581603612035464,0.0910147990882525,0.1051536461899518,0.05225355082476019,0.12844030008766805,0.2046270493505759,0.028926953582553427,0.020911122688625633,0.008015830893927794,1.9734503396089524,0.9734503396089526,1.8872549019607845,0.8872549019607845,1.9815494369864954,0.9815494369864954,1.0
